ablation_group,ablation_item,target_or_scope,metric,value,std,status,is_posthoc,paper_safe_claim,paper_forbidden_claim,source_file
feature_bucket,C2_no_cctld,T2_ON,primary_metric_value_mean,0.2952332848143072,0.0388934347434497,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C3_no_website_lexical,T2_ON,primary_metric_value_mean,0.4260639569676095,0.0773412075605409,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C4_graph_only,T2_ON,primary_metric_value_mean,0.4260639569676095,0.0773412075605409,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C5_lex_only,T2_ON,primary_metric_value_mean,0.3225775591330603,0.0099839852400065,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C6_no_edges,T2_ON,primary_metric_value_mean,0.3225775591330603,0.0099839852400065,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C7_no_cert_edge,T2_ON,primary_metric_value_mean,0.3067061935945654,0.0469818726125085,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C8_no_registrar_edge,T2_ON,primary_metric_value_mean,0.334955977694536,0.0444661878314907,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C9_infra_edges_only,T2_ON,primary_metric_value_mean,0.3027596900275405,0.0511830795987792,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C1_full,T2_PH,primary_metric_value_mean,0.6416666666666666,0.1224744871391589,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C2_no_cctld,T2_PH,primary_metric_value_mean,0.6041666666666667,0.1624465724134826,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C3_no_website_lexical,T2_PH,primary_metric_value_mean,0.5979166666666667,0.237865216269868,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C4_graph_only,T2_PH,primary_metric_value_mean,0.5979166666666667,0.237865216269868,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C5_lex_only,T2_PH,primary_metric_value_mean,0.5520833333333333,0.0690963497990708,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C6_no_edges,T2_PH,primary_metric_value_mean,0.5520833333333333,0.0690963497990708,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C7_no_cert_edge,T2_PH,primary_metric_value_mean,0.5875,0.1533197457747841,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C8_no_registrar_edge,T2_PH,primary_metric_value_mean,0.725,0.1599696151704372,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C9_infra_edges_only,T2_PH,primary_metric_value_mean,0.6416666666666666,0.1224744871391589,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C1_full,T3_DiagnoseFrance,primary_metric_value_mean,0.9861234567901236,0.0185788072121764,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C2_no_cctld,T3_DiagnoseFrance,primary_metric_value_mean,0.9045877192982456,0.0453724845875615,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C3_no_website_lexical,T3_DiagnoseFrance,primary_metric_value_mean,0.7134294996751137,0.0668234078328815,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C4_graph_only,T3_DiagnoseFrance,primary_metric_value_mean,0.7134294996751137,0.0668234078328815,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C5_lex_only,T3_DiagnoseFrance,primary_metric_value_mean,0.9529987004548408,0.0255453324377343,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C6_no_edges,T3_DiagnoseFrance,primary_metric_value_mean,0.9529987004548408,0.0255453324377343,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C7_no_cert_edge,T3_DiagnoseFrance,primary_metric_value_mean,0.9154392462638076,0.0517236855836438,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C8_no_registrar_edge,T3_DiagnoseFrance,primary_metric_value_mean,0.9210526315789472,0.1102328183356805,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
feature_bucket,C9_infra_edges_only,T3_DiagnoseFrance,primary_metric_value_mean,0.9861234567901236,0.0185788072121764,feature_bucket_diagnostic,True,Feature bucket ablation diagnoses shortcut and structure boundaries.,Do not infer pure structural transfer from full-feature AUC alone.,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv
few_shot,0-shot/full,T2_PH,mean_auc,0.6416666666666666,0.1369306393762915,no meaningful improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,0-shot/graph-only,T2_PH,mean_auc,0.5979166666666667,0.265941396531057,no meaningful improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,0-shot/no-ccTLD,T2_PH,mean_auc,0.6041666666666667,0.1816207893141947,no meaningful improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,0-shot/no-website-lexical,T2_PH,mean_auc,0.5979166666666667,0.265941396531057,no meaningful improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,1-shot/full,T2_PH,mean_auc,0.8083333333333333,0.0785060153392365,stable improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,1-shot/graph-only,T2_PH,mean_auc,0.5604166666666667,0.2541325113662818,unstable/sample-sensitive,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,1-shot/no-ccTLD,T2_PH,mean_auc,0.8583333333333334,0.114488597200284,stable improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,1-shot/no-website-lexical,T2_PH,mean_auc,0.5604166666666667,0.2541325113662818,unstable/sample-sensitive,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,3-shot/full,T2_PH,mean_auc,0.9416666666666668,0.0309008270295652,stable improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,3-shot/graph-only,T2_PH,mean_auc,0.86875,0.0953566040945484,stable improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,3-shot/no-ccTLD,T2_PH,mean_auc,0.8625,0.1940969116475353,stable improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,3-shot/no-website-lexical,T2_PH,mean_auc,0.86875,0.0953566040945484,stable improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,5-shot/full,T2_PH,mean_auc,0.9375,0.0389755977788952,stable improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,5-shot/graph-only,T2_PH,mean_auc,0.85625,0.136295226948301,stable improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,5-shot/no-ccTLD,T2_PH,mean_auc,0.9041666666666666,0.1338855751088302,stable improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,5-shot/no-website-lexical,T2_PH,mean_auc,0.85625,0.136295226948301,stable improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,10-shot/full,T2_PH,mean_auc,0.9541666666666666,0.0400737167951486,stable improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,10-shot/graph-only,T2_PH,mean_auc,0.9354166666666668,0.0834634401000422,stable improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,10-shot/no-ccTLD,T2_PH,mean_auc,0.9416666666666668,0.0400737167951486,stable improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,10-shot/no-website-lexical,T2_PH,mean_auc,0.9354166666666668,0.0834634401000422,stable improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,0-shot/full,T3_DiagnoseFrance,mean_auc,0.9861234567901236,0.020771737933645,no meaningful improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,0-shot/no-ccTLD,T3_DiagnoseFrance,mean_auc,0.9045877192982456,0.0507279799229245,no meaningful improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,1-shot/full,T3_DiagnoseFrance,mean_auc,0.958654320987654,0.0378750210954964,unstable/sample-sensitive,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,1-shot/no-ccTLD,T3_DiagnoseFrance,mean_auc,0.8555204678362573,0.1341846529991771,unstable/sample-sensitive,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,3-shot/full,T3_DiagnoseFrance,mean_auc,0.9816315789473684,0.0234272611522762,no meaningful improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,3-shot/no-ccTLD,T3_DiagnoseFrance,mean_auc,0.9477894736842104,0.0649500660533336,unstable/sample-sensitive,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,5-shot/full,T3_DiagnoseFrance,mean_auc,0.8862917478882391,0.242449716086481,unstable/sample-sensitive,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,5-shot/no-ccTLD,T3_DiagnoseFrance,mean_auc,0.965157894736842,0.035782507061892,moderate improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,10-shot/full,T3_DiagnoseFrance,mean_auc,0.9957654320987654,0.0042850356188174,no meaningful improvement,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
few_shot,10-shot/no-ccTLD,T3_DiagnoseFrance,mean_auc,0.9614346978557504,0.0391619615964297,unstable/sample-sensitive,True,"Few-shot calibration is target-dependent; T2_PH improves, saturated T3 has little gain.",Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv
family_hard_negative,bcgame,Denmark_illegal_family,hard_negative_auc_mean,0.85,0.2,hard_negative_pass,True,Hard-negative family audit bounds illegal-family generalization.,Do not claim illegal-family attribution success.,output\week9\metrics\hard_negative_family_summary.csv
family_hard_negative,bcdot,Denmark_illegal_family,hard_negative_auc_mean,0.7875,0.1471075286992477,hard_negative_fail,True,Hard-negative family audit bounds illegal-family generalization.,Do not claim illegal-family attribution success.,output\week9\metrics\hard_negative_family_summary.csv
family_hard_negative,ggbet,Denmark_illegal_family,hard_negative_auc_mean,0.77,0.10295630140987,hard_negative_fail,True,Hard-negative family audit bounds illegal-family generalization.,Do not claim illegal-family attribution success.,output\week9\metrics\hard_negative_family_summary.csv
family_hard_negative,icecasino,Denmark_illegal_family,hard_negative_auc_mean,0.7277777777777779,0.1113192494972993,hard_negative_fail,True,Hard-negative family audit bounds illegal-family generalization.,Do not claim illegal-family attribution success.,output\week9\metrics\hard_negative_family_summary.csv
family_hard_negative,freshbet,Denmark_illegal_family,hard_negative_auc_mean,0.425,0.1,hard_negative_fail,True,Hard-negative family audit bounds illegal-family generalization.,Do not claim illegal-family attribution success.,output\week9\metrics\hard_negative_family_summary.csv
family_hard_negative,verdecasino,Denmark_illegal_family,hard_negative_auc_mean,0.40625,0.1767766952966369,hard_negative_fail,True,Hard-negative family audit bounds illegal-family generalization.,Do not claim illegal-family attribution success.,output\week9\metrics\hard_negative_family_summary.csv
family_hard_negative,tsars,Denmark_illegal_family,hard_negative_auc_mean,0.3864197530864197,0.0621712509235267,hard_negative_fail,True,Hard-negative family audit bounds illegal-family generalization.,Do not claim illegal-family attribution success.,output\week9\metrics\hard_negative_family_summary.csv
